hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
MEX3C	MEX3C	ENSG00000176624	18	MEX3C
MEX3D	MEX3D	ENSG00000181588	19	MEX3D
MFAP1	MFAP1	ENSG00000140259	15	MFAP1
MFAP3	MFAP3	ENSG00000037749	5	MFAP3
MFF	MFF	ENSG00000168958	2	MFF
MFGE8	MFGE8	ENSG00000140545	15	MFGE8
MFHAS1	MFHAS1	ENSG00000147324	8	MFHAS1
MFI2	NA	NA	NA	MFI2
MFI2-AS1	NA	NA	NA	MFI2-AS1
MFN1	MFN1	ENSG00000171109	3	MFN1
MFN2	MFN2	ENSG00000116688	1	MFN2
MFNG	MFNG	ENSG00000100060	22	MFNG
MFSD1	MFSD1	ENSG00000118855	3	MFSD1
MFSD10	MFSD10	ENSG00000109736	4	MFSD10
MFSD11	MFSD11	ENSG00000092931	17	MFSD11
MFSD12	MFSD12	ENSG00000161091	19	MFSD12
MFSD2B	MFSD2B	ENSG00000205639	2	MFSD2B
MFSD3	MFSD3	ENSG00000167700	8	MFSD3
MFSD4	NA	NA	NA	MFSD4
MFSD5	MFSD5	ENSG00000182544	12	MFSD5
MFSD6	MFSD6	ENSG00000151690	2	MFSD6
MFSD8	MFSD8	ENSG00000164073	4	MFSD8
MFSD9	MFSD9	ENSG00000135953	2	MFSD9
MGA	MGA	ENSG00000174197	15	MGA
MGARP	MGARP	ENSG00000137463	4	MGARP
MGAT1	MGAT1	ENSG00000131446	5	MGAT1
MGAT2	MGAT2	ENSG00000168282	14	MGAT2
MGAT3	MGAT3	ENSG00000128268	22	MGAT3
MGAT4A	MGAT4A	ENSG00000071073	2	MGAT4A
MGAT4B	MGAT4B	ENSG00000284501	CHR_HG30_PATCH	MGAT4B
MGAT5	MGAT5	ENSG00000152127	2	MGAT5
MGAT5B	MGAT5B	ENSG00000167889	17	MGAT5B
MGC39584	NA	NA	NA	MGC39584
MGEA5	NA	NA	NA	MGEA5
MGME1	MGME1	ENSG00000125871	20	MGME1
MGRN1	MGRN1	ENSG00000102858	16	MGRN1
MGST1	MGST1	ENSG00000008394	12	MGST1
MGST2	MGST2	ENSG00000085871	4	MGST2
MGST3	MGST3	ENSG00000143198	1	MGST3
MIA3	MIA3	ENSG00000154305	1	MIA3
MIAT	MIAT	ENSG00000225783	22	MIAT
MIB1	MIB1	ENSG00000101752	18	MIB1
MIB2	MIB2	ENSG00000197530	1	MIB2
MICA	MICA	ENSG00000235233	CHR_HSCHR6_MHC_SSTO_CTG1	MICA
MICAL1	MICAL1	ENSG00000135596	6	MICAL1
MICAL2	MICAL2	ENSG00000133816	11	MICAL2
MICAL3	MICAL3	ENSG00000243156	22	MICAL3
MICALCL	NA	NA	NA	MICALCL
MICALL1	MICALL1	ENSG00000100139	22	MICALL1
MICALL2	MICALL2	ENSG00000164877	7	MICALL2
MICB	MICB	ENSG00000238289	CHR_HSCHR6_MHC_SSTO_CTG1	MICB
MICU1	MICU1	ENSG00000107745	10	MICU1
MICU2	MICU2	ENSG00000165487	13	MICU2
MID1	MID1	ENSG00000101871	X	MID1
MID1IP1	MID1IP1	ENSG00000165175	X	MID1IP1
MID1IP1-AS1	MID1IP1-AS1	ENSG00000238123	X	MID1IP1-AS1
MIDN	MIDN	ENSG00000167470	19	MIDN
MIEF1	MIEF1	ENSG00000100335	22	MIEF1
MIEF2	MIEF2	ENSG00000284495	CHR_HSCHR17_3_CTG1	MIEF2
MIEN1	MIEN1	ENSG00000141741	17	MIEN1
MIER1	MIER1	ENSG00000198160	1	MIER1
MIER2	MIER2	ENSG00000105556	19	MIER2
MIER3	MIER3	ENSG00000155545	5	MIER3
MIF	MIF	ENSG00000276701	CHR_HSCHR22_1_CTG7	MIF
MIF4GD	MIF4GD	ENSG00000125457	17	MIF4GD
MIIP	MIIP	ENSG00000116691	1	MIIP
MILR1	MILR1	ENSG00000271605	17	MILR1
MINA	NA	NA	NA	MINA
MINK1	MINK1	ENSG00000141503	17	MINK1
MINOS1	NA	NA	NA	MINOS1
MINPP1	MINPP1	ENSG00000107789	10	MINPP1
MIOS	MIOS	ENSG00000164654	7	MIOS
MIOX	MIOX	ENSG00000100253	22	MIOX
MIPEP	MIPEP	ENSG00000027001	13	MIPEP
MIPOL1	MIPOL1	ENSG00000151338	14	MIPOL1
MIR142	MIR142	ENSG00000284353	17	MIR142
MIR145	MIR145	ENSG00000276365	5	MIR145
MIR202HG	MIR202HG	ENSG00000166917	10	MIR202HG
MIR210HG	MIR210HG	ENSG00000282810	CHR_HSCHR11_1_CTG8	MIR210HG
MIR22HG	MIR22HG	ENSG00000282800	CHR_HSCHR17_1_CTG2	MIR22HG
MIR24-2	MIR24-2	ENSG00000284387	19	MIR24-2
MIR29A	MIR29A	ENSG00000284032	7	MIR29A
MIR3150A	MIR3150A	ENSG00000283522	8	MIR3150A
MIR4435-1HG	NA	NA	NA	MIR4435-1HG
MIR4453	MIR4453	ENSG00000283792	4	MIR4453
MIR4458HG	MIR4458HG	ENSG00000247516	5	MIR4458HG
MIR4519	MIR4519	ENSG00000265991	16	MIR4519
MIR451B	MIR451B	ENSG00000283364	17	MIR451B
MIR4523	MIR4523	ENSG00000284162	17	MIR4523
MIR497HG	MIR497HG	ENSG00000267532	17	MIR497HG
MIR503HG	MIR503HG	ENSG00000223749	X	MIR503HG
MIR940	MIR940	ENSG00000284346	16	MIR940
MIS12	MIS12	ENSG00000167842	17	MIS12
MIS18A	MIS18A	ENSG00000159055	21	MIS18A
MIS18A-AS1	MIS18A-AS1	ENSG00000227256	21	MIS18A-AS1
MIS18BP1	MIS18BP1	ENSG00000129534	14	MIS18BP1
MITD1	MITD1	ENSG00000158411	2	MITD1
MITF	MITF	ENSG00000187098	3	MITF
MKI67	MKI67	ENSG00000148773	10	MKI67
MKKS	MKKS	ENSG00000125863	20	MKKS
MKL1	NA	NA	NA	MKL1
MKL2	NA	NA	NA	MKL2
MKLN1	MKLN1	ENSG00000128585	7	MKLN1
MKNK1	MKNK1	ENSG00000079277	1	MKNK1
MKNK2	MKNK2	ENSG00000099875	19	MKNK2
MKRN1	MKRN1	ENSG00000133606	7	MKRN1
MKRN2	MKRN2	ENSG00000075975	3	MKRN2
MKRN3	MKRN3	ENSG00000179455	15	MKRN3
MKS1	MKS1	ENSG00000011143	17	MKS1
MLEC	MLEC	ENSG00000110917	12	MLEC
MLF1	MLF1	ENSG00000178053	3	MLF1
MLF2	MLF2	ENSG00000089693	12	MLF2
MLH1	MLH1	ENSG00000076242	3	MLH1
MLH3	MLH3	ENSG00000119684	14	MLH3
MLK4	NA	NA	NA	MLK4
MLKL	MLKL	ENSG00000168404	16	MLKL
MLLT10	MLLT10	ENSG00000078403	10	MLLT10
MLLT11	MLLT11	ENSG00000213190	1	MLLT11
MLLT4	NA	NA	NA	MLLT4
MLLT6	MLLT6	ENSG00000275851	CHR_HSCHR17_7_CTG4	MLLT6
MLST8	MLST8	ENSG00000167965	16	MLST8
MLTK	NA	NA	NA	MLTK
MLX	MLX	ENSG00000108788	17	MLX
MLXIP	MLXIP	ENSG00000281178	CHR_HG2247_PATCH	MLXIP
MLXIPL	MLXIPL	ENSG00000009950	7	MLXIPL
MLYCD	MLYCD	ENSG00000103150	16	MLYCD
MMAA	MMAA	ENSG00000151611	4	MMAA
MMAB	MMAB	ENSG00000139428	12	MMAB
MMACHC	MMACHC	ENSG00000132763	1	MMACHC
MMADHC	MMADHC	ENSG00000168288	2	MMADHC
MMD	MMD	ENSG00000108960	17	MMD
MMGT1	MMGT1	ENSG00000169446	X	MMGT1
MMP14	MMP14	ENSG00000157227	14	MMP14
MMP15	MMP15	ENSG00000102996	16	MMP15
MMP17	MMP17	ENSG00000198598	12	MMP17
MMP19	MMP19	ENSG00000123342	12	MMP19
MMP24-AS1	NA	NA	NA	MMP24-AS1
MMRN2	MMRN2	ENSG00000173269	10	MMRN2
MMS19	MMS19	ENSG00000155229	10	MMS19
MMS22L	MMS22L	ENSG00000146263	6	MMS22L
MNAT1	MNAT1	ENSG00000020426	14	MNAT1
MND1	MND1	ENSG00000121211	4	MND1
MNDA	MNDA	ENSG00000163563	1	MNDA
MNS1	MNS1	ENSG00000138587	15	MNS1
MNT	MNT	ENSG00000070444	17	MNT
MNX1	MNX1	ENSG00000130675	7	MNX1
MNX1-AS1	MNX1-AS1	ENSG00000243479	7	MNX1-AS1
MNX1-AS2	MNX1-AS2	ENSG00000235029	7	MNX1-AS2
MOAP1	MOAP1	ENSG00000278268	CHR_HSCHR14_7_CTG1	MOAP1
MOB1A	MOB1A	ENSG00000114978	2	MOB1A
MOB1B	MOB1B	ENSG00000173542	4	MOB1B
MOB2	MOB2	ENSG00000182208	11	MOB2
MOB3A	MOB3A	ENSG00000172081	19	MOB3A
MOB3B	MOB3B	ENSG00000120162	9	MOB3B
MOB3C	MOB3C	ENSG00000142961	1	MOB3C
MOB4	MOB4	ENSG00000115540	2	MOB4
MOCOS	MOCOS	ENSG00000075643	18	MOCOS
MOCS1	MOCS1	ENSG00000124615	6	MOCS1
MOCS2	MOCS2	ENSG00000164172	5	MOCS2
MOCS3	MOCS3	ENSG00000124217	20	MOCS3
MOGS	MOGS	ENSG00000115275	2	MOGS
MOK	MOK	ENSG00000080823	14	MOK
MON1A	MON1A	ENSG00000164077	3	MON1A
MON1B	MON1B	ENSG00000103111	16	MON1B
MON2	MON2	ENSG00000061987	12	MON2
MORC2	MORC2	ENSG00000133422	22	MORC2
MORC2-AS1	MORC2-AS1	ENSG00000235989	22	MORC2-AS1
MORC3	MORC3	ENSG00000159256	21	MORC3
MORF4L1	MORF4L1	ENSG00000185787	15	MORF4L1
MORF4L2	MORF4L2	ENSG00000123562	X	MORF4L2
MORF4L2-AS1	MORF4L2-AS1	ENSG00000231154	X	MORF4L2-AS1
MORN1	MORN1	ENSG00000116151	1	MORN1
MORN2	MORN2	ENSG00000188010	2	MORN2
MORN3	MORN3	ENSG00000285371	CHR_HG2047_PATCH	MORN3
MORN4	MORN4	ENSG00000171160	10	MORN4
MOSPD1	MOSPD1	ENSG00000101928	X	MOSPD1
MOSPD2	MOSPD2	ENSG00000130150	X	MOSPD2
MOSPD3	MOSPD3	ENSG00000106330	7	MOSPD3
MOV10	MOV10	ENSG00000155363	1	MOV10
MOV10L1	MOV10L1	ENSG00000073146	22	MOV10L1
MPC1	MPC1	ENSG00000060762	6	MPC1
MPC2	MPC2	ENSG00000143158	1	MPC2
MPDU1	MPDU1	ENSG00000129255	17	MPDU1
MPG	MPG	ENSG00000103152	16	MPG
MPHOSPH10	MPHOSPH10	ENSG00000124383	2	MPHOSPH10
MPHOSPH6	MPHOSPH6	ENSG00000135698	16	MPHOSPH6
MPHOSPH8	MPHOSPH8	ENSG00000196199	13	MPHOSPH8
MPHOSPH9	MPHOSPH9	ENSG00000051825	12	MPHOSPH9
MPI	MPI	ENSG00000178802	15	MPI
MPLKIP	MPLKIP	ENSG00000168303	7	MPLKIP
MPND	MPND	ENSG00000008382	19	MPND
MPP1	MPP1	ENSG00000130830	X	MPP1
MPP2	MPP2	ENSG00000108852	17	MPP2
MPP3	MPP3	ENSG00000161647	17	MPP3
MPP5	MPP5	ENSG00000072415	14	MPP5
MPP6	MPP6	ENSG00000105926	7	MPP6
MPP7	MPP7	ENSG00000150054	10	MPP7
MPPE1	MPPE1	ENSG00000154889	18	MPPE1
MPRIP	MPRIP	ENSG00000133030	17	MPRIP
MPRIP-AS1	MPRIP-AS1	ENSG00000225442	17	MPRIP-AS1
MPST	MPST	ENSG00000128309	22	MPST
MPV17	MPV17	ENSG00000115204	2	MPV17
MPV17L2	MPV17L2	ENSG00000254858	19	MPV17L2
MPZ	MPZ	ENSG00000158887	1	MPZ
MPZL1	MPZL1	ENSG00000197965	1	MPZL1
MPZL3	MPZL3	ENSG00000160588	11	MPZL3
MR1	MR1	ENSG00000153029	1	MR1
MRAP2	MRAP2	ENSG00000135324	6	MRAP2
MRAS	MRAS	ENSG00000158186	3	MRAS
MRC2	NA	NA	NA	MRC2
MRE11A	NA	NA	NA	MRE11A
MREG	MREG	ENSG00000118242	2	MREG
MRFAP1	MRFAP1	ENSG00000179010	4	MRFAP1
MRFAP1L1	MRFAP1L1	ENSG00000178988	4	MRFAP1L1
MRGBP	MRGBP	ENSG00000101189	20	MRGBP
MRI1	MRI1	ENSG00000037757	19	MRI1
MRM1	MRM1	ENSG00000278619	CHR_HSCHR17_7_CTG4	MRM1
MROH1	MROH1	ENSG00000179832	8	MROH1
MROH6	MROH6	ENSG00000277781	CHR_HSCHR8_3_CTG7	MROH6
MROH8	MROH8	ENSG00000101353	20	MROH8
MRP63	NA	NA	NA	MRP63
MRPL1	MRPL1	ENSG00000169288	4	MRPL1
MRPL10	MRPL10	ENSG00000159111	17	MRPL10
MRPL11	MRPL11	ENSG00000174547	11	MRPL11
MRPL12	MRPL12	ENSG00000262814	17	MRPL12
MRPL13	MRPL13	ENSG00000172172	8	MRPL13
MRPL14	MRPL14	ENSG00000180992	6	MRPL14
MRPL15	MRPL15	ENSG00000137547	8	MRPL15
MRPL16	MRPL16	ENSG00000166902	11	MRPL16
MRPL17	MRPL17	ENSG00000158042	11	MRPL17
MRPL18	MRPL18	ENSG00000112110	6	MRPL18
MRPL19	MRPL19	ENSG00000115364	2	MRPL19
MRPL2	MRPL2	ENSG00000112651	6	MRPL2
MRPL20	MRPL20	ENSG00000242485	1	MRPL20
MRPL21	MRPL21	ENSG00000197345	11	MRPL21
MRPL22	MRPL22	ENSG00000082515	5	MRPL22
MRPL23	MRPL23	ENSG00000214026	11	MRPL23
MRPL23-AS1	MRPL23-AS1	ENSG00000226416	11	MRPL23-AS1
MRPL24	MRPL24	ENSG00000143314	1	MRPL24
MRPL27	MRPL27	ENSG00000108826	17	MRPL27
MRPL28	MRPL28	ENSG00000086504	16	MRPL28
MRPL3	MRPL3	ENSG00000114686	3	MRPL3
MRPL30	MRPL30	ENSG00000185414	2	MRPL30
MRPL32	MRPL32	ENSG00000106591	7	MRPL32
MRPL33	MRPL33	ENSG00000243147	2	MRPL33
MRPL34	MRPL34	ENSG00000130312	19	MRPL34
MRPL35	MRPL35	ENSG00000132313	2	MRPL35
MRPL36	MRPL36	ENSG00000171421	5	MRPL36
MRPL37	MRPL37	ENSG00000116221	1	MRPL37
MRPL38	MRPL38	ENSG00000204316	17	MRPL38
MRPL39	MRPL39	ENSG00000154719	21	MRPL39
MRPL4	MRPL4	ENSG00000105364	19	MRPL4
MRPL40	MRPL40	ENSG00000185608	22	MRPL40
MRPL41	MRPL41	ENSG00000182154	9	MRPL41
MRPL42	MRPL42	ENSG00000198015	12	MRPL42
MRPL43	MRPL43	ENSG00000055950	10	MRPL43
MRPL44	MRPL44	ENSG00000135900	2	MRPL44
MRPL45	MRPL45	ENSG00000278845	CHR_HSCHR17_7_CTG4	MRPL45
MRPL46	MRPL46	ENSG00000259494	15	MRPL46
MRPL47	MRPL47	ENSG00000136522	3	MRPL47
MRPL48	MRPL48	ENSG00000175581	11	MRPL48
MRPL49	MRPL49	ENSG00000149792	11	MRPL49
MRPL50	MRPL50	ENSG00000136897	9	MRPL50
MRPL51	MRPL51	ENSG00000111639	12	MRPL51
MRPL52	MRPL52	ENSG00000172590	14	MRPL52
MRPL53	MRPL53	ENSG00000204822	2	MRPL53
MRPL54	MRPL54	ENSG00000183617	19	MRPL54
MRPL55	MRPL55	ENSG00000162910	1	MRPL55
MRPL9	MRPL9	ENSG00000143436	1	MRPL9
MRPS10	MRPS10	ENSG00000048544	6	MRPS10
MRPS11	MRPS11	ENSG00000181991	15	MRPS11
MRPS12	MRPS12	ENSG00000283018	CHR_HG26_PATCH	MRPS12
MRPS14	MRPS14	ENSG00000120333	1	MRPS14
MRPS15	MRPS15	ENSG00000116898	1	MRPS15
MRPS16	MRPS16	ENSG00000182180	10	MRPS16
MRPS17	MRPS17	ENSG00000239789	7	MRPS17
MRPS18A	MRPS18A	ENSG00000096080	6	MRPS18A
MRPS18B	MRPS18B	ENSG00000233813	CHR_HSCHR6_MHC_SSTO_CTG1	MRPS18B
MRPS18C	MRPS18C	ENSG00000163319	4	MRPS18C
MRPS2	MRPS2	ENSG00000122140	9	MRPS2
MRPS21	MRPS21	ENSG00000266472	1	MRPS21
MRPS22	MRPS22	ENSG00000175110	3	MRPS22
MRPS23	MRPS23	ENSG00000181610	17	MRPS23
MRPS24	MRPS24	ENSG00000062582	7	MRPS24
MRPS25	MRPS25	ENSG00000131368	3	MRPS25
MRPS26	MRPS26	ENSG00000125901	20	MRPS26
MRPS27	MRPS27	ENSG00000113048	5	MRPS27
MRPS28	MRPS28	ENSG00000147586	8	MRPS28
MRPS30	MRPS30	ENSG00000112996	5	MRPS30
MRPS31	MRPS31	ENSG00000102738	13	MRPS31
MRPS33	MRPS33	ENSG00000090263	7	MRPS33
MRPS34	MRPS34	ENSG00000074071	16	MRPS34
MRPS35	MRPS35	ENSG00000061794	12	MRPS35
MRPS36	MRPS36	ENSG00000278461	CHR_HSCHR5_2_CTG1_1	MRPS36
MRPS5	MRPS5	ENSG00000144029	2	MRPS5
MRPS6	MRPS6	ENSG00000243927	21	MRPS6
MRPS7	MRPS7	ENSG00000125445	17	MRPS7
MRPS9	MRPS9	ENSG00000135972	2	MRPS9
MRRF	MRRF	ENSG00000148187	9	MRRF
MRS2	MRS2	ENSG00000124532	6	MRS2
MRTO4	MRTO4	ENSG00000053372	1	MRTO4
MRVI1-AS1	MRVI1-AS1	ENSG00000177112	11	MRVI1-AS1
MS4A3	MS4A3	ENSG00000149516	11	MS4A3
MS4A4A	MS4A4A	ENSG00000110079	11	MS4A4A
MS4A6A	MS4A6A	ENSG00000110077	11	MS4A6A
MSANTD2	MSANTD2	ENSG00000120458	11	MSANTD2
MSANTD3	MSANTD3	ENSG00000066697	9	MSANTD3
MSANTD4	MSANTD4	ENSG00000170903	11	MSANTD4
MSH2	MSH2	ENSG00000095002	2	MSH2
MSH3	MSH3	ENSG00000113318	5	MSH3
MSH5	MSH5	ENSG00000237333	CHR_HSCHR6_MHC_SSTO_CTG1	MSH5
MSH6	MSH6	ENSG00000116062	2	MSH6
MSI2	MSI2	ENSG00000153944	17	MSI2
MSL1	MSL1	ENSG00000188895	17	MSL1
MSL2	MSL2	ENSG00000174579	3	MSL2
MSL3	MSL3	ENSG00000005302	X	MSL3
MSMB	MSMB	ENSG00000263639	10	MSMB
MSMO1	MSMO1	ENSG00000052802	4	MSMO1
MSMP	MSMP	ENSG00000215183	9	MSMP
MSN	MSN	ENSG00000147065	X	MSN
MSR1	MSR1	ENSG00000038945	8	MSR1
MSRA	MSRA	ENSG00000285250	CHR_HG76_PATCH	MSRA
MSRB1	MSRB1	ENSG00000198736	16	MSRB1
MSRB2	MSRB2	ENSG00000148450	10	MSRB2
MSS51	MSS51	ENSG00000166343	10	MSS51
MST1R	MST1R	ENSG00000164078	3	MST1R
MST4	NA	NA	NA	MST4
MSTO1	MSTO1	ENSG00000125459	1	MSTO1
MSX1	MSX1	ENSG00000163132	4	MSX1
MT-ATP6	MT-ATP6	ENSG00000198899	MT	MT-ATP6
MT-ATP8	MT-ATP8	ENSG00000228253	MT	MT-ATP8
MT-CO1	MT-CO1	ENSG00000198804	MT	MT-CO1
MT-CO2	MT-CO2	ENSG00000198712	MT	MT-CO2
MT-CO3	MT-CO3	ENSG00000198938	MT	MT-CO3
MT-CYB	MT-CYB	ENSG00000198727	MT	MT-CYB
MT-ND1	MT-ND1	ENSG00000198888	MT	MT-ND1
MT-ND2	MT-ND2	ENSG00000198763	MT	MT-ND2
MT-ND3	MT-ND3	ENSG00000198840	MT	MT-ND3
MT-ND4	MT-ND4	ENSG00000198886	MT	MT-ND4
MT-ND4L	MT-ND4L	ENSG00000212907	MT	MT-ND4L
MT-ND5	MT-ND5	ENSG00000198786	MT	MT-ND5
MT-ND6	MT-ND6	ENSG00000198695	MT	MT-ND6
MT1X	MT1X	ENSG00000187193	16	MT1X
MT2A	MT2A	ENSG00000125148	16	MT2A
MTA1	MTA1	ENSG00000182979	14	MTA1
MTA2	MTA2	ENSG00000149480	11	MTA2
MTA3	MTA3	ENSG00000057935	2	MTA3
MTBP	MTBP	ENSG00000172167	8	MTBP
MTCH1	MTCH1	ENSG00000137409	6	MTCH1
MTCH2	MTCH2	ENSG00000285121	CHR_HG2114_PATCH	MTCH2
MTCP1	MTCP1	ENSG00000214827	X	MTCP1
MTDH	MTDH	ENSG00000147649	8	MTDH
MTERF	NA	NA	NA	MTERF
MTERFD1	NA	NA	NA	MTERFD1
MTERFD2	NA	NA	NA	MTERFD2
MTERFD3	NA	NA	NA	MTERFD3
MTF1	MTF1	ENSG00000188786	1	MTF1
MTF2	MTF2	ENSG00000143033	1	MTF2
MTFMT	MTFMT	ENSG00000103707	15	MTFMT
MTFP1	MTFP1	ENSG00000242114	22	MTFP1
MTFR1	MTFR1	ENSG00000066855	8	MTFR1
MTFR1L	MTFR1L	ENSG00000117640	1	MTFR1L
MTFR2	MTFR2	ENSG00000146410	6	MTFR2
MTG1	MTG1	ENSG00000148824	10	MTG1
MTG2	MTG2	ENSG00000101181	20	MTG2
MTHFD1	MTHFD1	ENSG00000100714	14	MTHFD1
MTHFD1L	MTHFD1L	ENSG00000120254	6	MTHFD1L
MTHFD2	MTHFD2	ENSG00000065911	2	MTHFD2
MTHFD2L	MTHFD2L	ENSG00000163738	4	MTHFD2L
MTHFR	MTHFR	ENSG00000177000	1	MTHFR
MTHFS	MTHFS	ENSG00000136371	15	MTHFS
MTHFSD	MTHFSD	ENSG00000103248	16	MTHFSD
MTIF2	MTIF2	ENSG00000085760	2	MTIF2
MTIF3	MTIF3	ENSG00000122033	13	MTIF3
MTL5	NA	NA	NA	MTL5
MTM1	MTM1	ENSG00000171100	X	MTM1
MTMR1	MTMR1	ENSG00000063601	X	MTMR1
MTMR10	MTMR10	ENSG00000166912	15	MTMR10
MTMR11	MTMR11	ENSG00000014914	1	MTMR11
MTMR12	MTMR12	ENSG00000150712	5	MTMR12
MTMR14	MTMR14	ENSG00000163719	3	MTMR14
MTMR2	MTMR2	ENSG00000087053	11	MTMR2
MTMR3	MTMR3	ENSG00000100330	22	MTMR3
MTMR4	MTMR4	ENSG00000108389	17	MTMR4
MTMR6	MTMR6	ENSG00000139505	13	MTMR6
MTMR8	MTMR8	ENSG00000102043	X	MTMR8
MTMR9	MTMR9	ENSG00000104643	8	MTMR9
MTO1	MTO1	ENSG00000135297	6	MTO1
MTOR	MTOR	ENSG00000198793	1	MTOR
MTPAP	MTPAP	ENSG00000107951	10	MTPAP
MTPN	MTPN	ENSG00000105887	7	MTPN
MTR	MTR	ENSG00000116984	1	MTR
MTRF1	MTRF1	ENSG00000120662	13	MTRF1
MTRF1L	MTRF1L	ENSG00000112031	6	MTRF1L
MTRNR2L1	MTRNR2L1	ENSG00000256618	17	MTRNR2L1
MTRNR2L10	MTRNR2L10	ENSG00000256045	X	MTRNR2L10
MTRNR2L11	MTRNR2L11	ENSG00000270188	1	MTRNR2L11
MTRNR2L12	MTRNR2L12	ENSG00000269028	3	MTRNR2L12
MTRNR2L13	MTRNR2L13	ENSG00000270394	4	MTRNR2L13
MTRNR2L2	MTRNR2L2	ENSG00000271043	5	MTRNR2L2
MTRNR2L3	MTRNR2L3	ENSG00000256222	20	MTRNR2L3
MTRNR2L4	MTRNR2L4	ENSG00000232196	16	MTRNR2L4
MTRNR2L7	MTRNR2L7	ENSG00000256892	10	MTRNR2L7
MTRNR2L8	MTRNR2L8	ENSG00000255823	11	MTRNR2L8
MTRR	MTRR	ENSG00000124275	5	MTRR
MTSS1	MTSS1	ENSG00000170873	8	MTSS1
MTSS1L	MTSS1L	ENSG00000132613	16	MTSS1L
MTURN	MTURN	ENSG00000180354	7	MTURN
MTX1	MTX1	ENSG00000173171	1	MTX1
MTX2	MTX2	ENSG00000128654	2	MTX2
MUC1	MUC1	ENSG00000185499	1	MUC1
MUC12	MUC12	ENSG00000205277	7	MUC12
MUC5B	MUC5B	ENSG00000117983	11	MUC5B
MUL1	MUL1	ENSG00000090432	1	MUL1
MUM1	NA	NA	NA	MUM1
MUS81	MUS81	ENSG00000172732	11	MUS81
MUT	MUTYH	ENSG00000132781	1	MUT
MUTYH	MUTYH	ENSG00000132781	1	MUTYH
MVB12A	MVB12A	ENSG00000141971	19	MVB12A
MVD	MVD	ENSG00000167508	16	MVD
MVK	MVK	ENSG00000110921	12	MVK
MVP	MVP	ENSG00000013364	16	MVP
MXD1	MXD1	ENSG00000059728	2	MXD1
MXD3	MXD3	ENSG00000213347	5	MXD3
MXD4	MXD4	ENSG00000123933	4	MXD4
MXI1	MXI1	ENSG00000119950	10	MXI1
MXRA7	MXRA7	ENSG00000182534	17	MXRA7
MXRA8	MXRA8	ENSG00000162576	1	MXRA8
MYADM	MYADM	ENSG00000179820	19	MYADM
MYB	MYB	ENSG00000118513	6	MYB
MYBBP1A	MYBBP1A	ENSG00000132382	17	MYBBP1A
MYBL1	MYBL1	ENSG00000185697	8	MYBL1
MYBL2	MYBL2	ENSG00000101057	20	MYBL2
MYBPHL	MYBPHL	ENSG00000221986	1	MYBPHL
MYC	MYC	ENSG00000136997	8	MYC
MYCBP	MYCBP	ENSG00000214114	1	MYCBP
MYCBP2	MYCBP2	ENSG00000005810	13	MYCBP2
MYCL	MYCL	ENSG00000116990	1	MYCL
MYD88	MYD88	ENSG00000172936	3	MYD88
MYEOV	MYEOV	ENSG00000172927	11	MYEOV
MYEOV2	NA	NA	NA	MYEOV2
MYH10	MYH10	ENSG00000133026	17	MYH10
MYH11	MYH11	ENSG00000276480	CHR_HSCHR16_1_CTG1	MYH11
MYH3	MYH3	ENSG00000109063	17	MYH3
MYH9	MYH9	ENSG00000100345	22	MYH9
MYL12A	MYL12A	ENSG00000101608	18	MYL12A
MYL12B	MYL12B	ENSG00000118680	18	MYL12B
MYL4	MYL4	ENSG00000198336	17	MYL4
MYL5	MYL5	ENSG00000215375	4	MYL5
MYL6	MYL6	ENSG00000092841	12	MYL6
MYL6B	MYL6B	ENSG00000196465	12	MYL6B
MYL9	MYL9	ENSG00000101335	20	MYL9
MYLIP	MYLIP	ENSG00000007944	6	MYLIP
MYLK-AS1	MYLK-AS1	ENSG00000239523	3	MYLK-AS1
MYLK2	MYLK2	ENSG00000101306	20	MYLK2
MYLK3	MYLK3	ENSG00000140795	16	MYLK3
MYLPF	MYLPF	ENSG00000180209	16	MYLPF
MYNN	MYNN	ENSG00000085274	3	MYNN
MYO16	MYO16	ENSG00000282848	CHR_HSCHR13_1_CTG8	MYO16
MYO18A	MYO18A	ENSG00000196535	17	MYO18A
MYO18B	MYO18B	ENSG00000133454	22	MYO18B
MYO19	MYO19	ENSG00000278372	CHR_HSCHR17_7_CTG4	MYO19
MYO1C	MYO1C	ENSG00000197879	17	MYO1C
MYO1D	MYO1D	ENSG00000176658	17	MYO1D
MYO1F	MYO1F	ENSG00000142347	19	MYO1F
MYO3B	MYO3B	ENSG00000071909	2	MYO3B
MYO5A	MYO5A	ENSG00000197535	15	MYO5A
MYO6	MYO6	ENSG00000196586	6	MYO6
MYO9A	MYO9A	ENSG00000066933	15	MYO9A
MYO9B	MYO9B	ENSG00000099331	19	MYO9B
MYOM1	MYOM1	ENSG00000101605	18	MYOM1
MYPOP	MYPOP	ENSG00000176182	19	MYPOP
MYRF	MYRF	ENSG00000124920	11	MYRF
MYSM1	MYSM1	ENSG00000162601	1	MYSM1
MYT1	MYT1	ENSG00000276876	CHR_HSCHR20_1_CTG3	MYT1
MZF1	MZF1	ENSG00000099326	19	MZF1
MZT1	MZT1	ENSG00000204899	13	MZT1
MZT2A	MZT2A	ENSG00000173272	2	MZT2A
MZT2B	MZT2B	ENSG00000152082	2	MZT2B
