mgi_symbol	ensembl_gene_id	chromosome_name	origsymbol
Gm13011	NA	NA	NA	Gm13011
Gm13012	Gm13012	ENSMUSG00000085823	4	Gm13012
Gm13013	Gm13013	ENSMUSG00000081330	4	Gm13013
Gm13014	NA	NA	NA	Gm13014
Gm13015	Gm13015	ENSMUSG00000070834	4	Gm13015
Gm13016	Gm13016	ENSMUSG00000087084	4	Gm13016
Gm13017	Gm13017	ENSMUSG00000086960	4	Gm13017
Gm13018	NA	NA	NA	Gm13018
Gm13019	Gm13019	ENSMUSG00000083404	4	Gm13019
Gm13021	Gm13021	ENSMUSG00000086437	4	Gm13021
Gm13022	Gm13022	ENSMUSG00000081647	4	Gm13022
Gm13023	Gm13023	ENSMUSG00000066031	4	Gm13023
Gm13024	Gm13024	ENSMUSG00000082758	4	Gm13024
Gm13025	Gm13025	ENSMUSG00000086159	4	Gm13025
Gm13026	Gm13026	ENSMUSG00000085047	4	Gm13026
Gm13027	Gm13027	ENSMUSG00000085968	4	Gm13027
Gm13028	Gm13028	ENSMUSG00000087628	4	Gm13028
Gm13029	Gm13029	ENSMUSG00000086164	4	Gm13029
Gm13030	Gm13030	ENSMUSG00000078518	4	Gm13030
Gm13031	Gm13031	ENSMUSG00000087698	4	Gm13031
Gm13032	Gm13032	ENSMUSG00000085918	4	Gm13032
Gm13033	Gm13033	ENSMUSG00000083816	4	Gm13033
Gm13034	Gm13034	ENSMUSG00000082195	4	Gm13034
Gm13035	Gm13035	ENSMUSG00000083733	4	Gm13035
Gm13036	Gm13036	ENSMUSG00000081595	4	Gm13036
Gm13037	NA	NA	NA	Gm13037
Gm13038	Gm13038	ENSMUSG00000081838	4	Gm13038
Gm13039	Gm13039	ENSMUSG00000083826	4	Gm13039
Gm13040	Gm13040	ENSMUSG00000070616	4	Gm13040
Gm13041	Gm13041	ENSMUSG00000097475	CHR_MG4136_PATCH	Gm13041
Gm13042	Gm13042	ENSMUSG00000097105	CHR_MG4136_PATCH	Gm13042
Gm13043	Gm13043	ENSMUSG00000097046	CHR_MG4136_PATCH	Gm13043
Gm13044	NA	NA	NA	Gm13044
Gm13045	Gm13045	ENSMUSG00000097359	CHR_MG4136_PATCH	Gm13045
Gm13046	Gm13046	ENSMUSG00000097549	CHR_MG4136_PATCH	Gm13046
Gm13047	Gm13047	ENSMUSG00000082246	4	Gm13047
Gm13048	NA	NA	NA	Gm13048
Gm13049	Gm13049	ENSMUSG00000085097	4	Gm13049
Gm1305	NA	NA	NA	Gm1305
Gm13050	Gm13050	ENSMUSG00000096961	CHR_MG4136_PATCH	Gm13050
Gm13051	NA	NA	NA	Gm13051
Gm13052	Gm13052	ENSMUSG00000116447	CHR_MG51_PATCH	Gm13052
Gm13053	Gm13053	ENSMUSG00000116844	CHR_MG51_PATCH	Gm13053
Gm13054	Gm13054	ENSMUSG00000086806	4	Gm13054
Gm13055	Gm13055	ENSMUSG00000085774	4	Gm13055
Gm13056	Gm13056	ENSMUSG00000085395	4	Gm13056
Gm13057	Gm13057	ENSMUSG00000097192	CHR_MG4136_PATCH	Gm13057
Gm13058	Gm13058	ENSMUSG00000081523	4	Gm13058
Gm13059	Gm13059	ENSMUSG00000081079	4	Gm13059
Gm13060	NA	NA	NA	Gm13060
Gm13061	Gm13061	ENSMUSG00000087288	4	Gm13061
Gm13062	Gm13062	ENSMUSG00000116196	CHR_MG51_PATCH	Gm13062
Gm13063	Gm13063	ENSMUSG00000084869	4	Gm13063
Gm13064	Gm13064	ENSMUSG00000083173	4	Gm13064
Gm13065	Gm13065	ENSMUSG00000081601	4	Gm13065
Gm13066	Gm13066	ENSMUSG00000086949	4	Gm13066
Gm13067	Gm13067	ENSMUSG00000086665	4	Gm13067
Gm13068	Gm13068	ENSMUSG00000085403	4	Gm13068
Gm13069	NA	NA	NA	Gm13069
Gm13070	Gm13070	ENSMUSG00000086767	4	Gm13070
Gm13071	Gm13071	ENSMUSG00000083811	4	Gm13071
Gm13072	NA	NA	NA	Gm13072
Gm13073	Gm13073	ENSMUSG00000084807	4	Gm13073
Gm13074	Gm13074	ENSMUSG00000085836	4	Gm13074
Gm13075	Gm13075	ENSMUSG00000086061	4	Gm13075
Gm13076	Gm13076	ENSMUSG00000084238	4	Gm13076
Gm13077	Gm13077	ENSMUSG00000081544	4	Gm13077
Gm13078	Gm13078	ENSMUSG00000046435	4	Gm13078
Gm13079	NA	NA	NA	Gm13079
Gm13080	Gm13080	ENSMUSG00000044377	4	Gm13080
Gm13081	Gm13081	ENSMUSG00000082030	4	Gm13081
Gm13082	Gm13082	ENSMUSG00000081227	4	Gm13082
Gm13083	Gm13083	ENSMUSG00000066688	4	Gm13083
Gm13084	Gm13084	ENSMUSG00000059218	4	Gm13084
Gm13085	Gm13085	ENSMUSG00000084351	4	Gm13085
Gm13086	NA	NA	NA	Gm13086
Gm13087	Gm13087	ENSMUSG00000082717	4	Gm13087
Gm13088	Gm13088	ENSMUSG00000078513	4	Gm13088
Gm13089	Gm13089	ENSMUSG00000070617	4	Gm13089
Gm13090	Gm13090	ENSMUSG00000078491	4	Gm13090
Gm13091	Gm13091	ENSMUSG00000085213	4	Gm13091
Gm13092	Gm13092	ENSMUSG00000085787	4	Gm13092
Gm13093	Gm13093	ENSMUSG00000087094	4	Gm13093
Gm13094	Gm13094	ENSMUSG00000082140	4	Gm13094
Gm13096	Gm13096	ENSMUSG00000085724	4	Gm13096
Gm13097	NA	NA	NA	Gm13097
Gm13098	NA	NA	NA	Gm13098
Gm13100	Gm13100	ENSMUSG00000083749	4	Gm13100
Gm13101	Gm13101	ENSMUSG00000078510	4	Gm13101
Gm13102	Gm13102	ENSMUSG00000073723	4	Gm13102
Gm13103	Gm13103	ENSMUSG00000029451	4	Gm13103
Gm13104	Gm13104	ENSMUSG00000095987	4	Gm13104
Gm13105	NA	NA	NA	Gm13105
Gm13106	Gm13106	ENSMUSG00000084123	4	Gm13106
Gm13108	Gm13108	ENSMUSG00000083456	4	Gm13108
Gm13109	NA	NA	NA	Gm13109
Gm13110	Gm13110	ENSMUSG00000086810	4	Gm13110
Gm13111	Gm13111	ENSMUSG00000085069	4	Gm13111
Gm13112	Gm13112	ENSMUSG00000087437	4	Gm13112
Gm13113	NA	NA	NA	Gm13113
Gm13114	Gm13114	ENSMUSG00000082073	4	Gm13114
Gm13115	Gm13115	ENSMUSG00000085390	4	Gm13115
Gm13116	NA	NA	NA	Gm13116
Gm13117	Gm13117	ENSMUSG00000080807	4	Gm13117
Gm13118	Gm13118	ENSMUSG00000082835	4	Gm13118
Gm13119	Gm13119	ENSMUSG00000070619	4	Gm13119
Gm13120	Gm13120	ENSMUSG00000095960	4	Gm13120
Gm13121	Gm13121	ENSMUSG00000083390	4	Gm13121
Gm13122	Gm13122	ENSMUSG00000084312	4	Gm13122
Gm13123	Gm13123	ENSMUSG00000083708	4	Gm13123
Gm13124	Gm13124	ENSMUSG00000078506	4	Gm13124
Gm13125	NA	NA	NA	Gm13125
Gm13126	Gm13126	ENSMUSG00000082418	4	Gm13126
Gm13127	Gm13127	ENSMUSG00000070610	4	Gm13127
Gm13128	Gm13128	ENSMUSG00000078508	4	Gm13128
Gm13130	Gm13130	ENSMUSG00000080943	4	Gm13130
Gm13131	Gm13131	ENSMUSG00000081772	4	Gm13131
Gm13132	Gm13132	ENSMUSG00000081276	4	Gm13132
Gm13133	Gm13133	ENSMUSG00000086565	4	Gm13133
Gm13134	Gm13134	ENSMUSG00000084987	4	Gm13134
Gm13135	Gm13135	ENSMUSG00000082925	4	Gm13135
Gm13136	Gm13136	ENSMUSG00000081179	4	Gm13136
Gm13137	Gm13137	ENSMUSG00000096521	4	Gm13137
Gm13138	NA	NA	NA	Gm13138
Gm13139	NA	NA	NA	Gm13139
Gm13140	Gm13140	ENSMUSG00000083027	4	Gm13140
Gm13141	Gm13141	ENSMUSG00000082599	4	Gm13141
Gm13142	Gm13142	ENSMUSG00000081405	4	Gm13142
Gm13144	Gm13144	ENSMUSG00000094318	4	Gm13144
Gm13145	NA	NA	NA	Gm13145
Gm13146	Gm13146	ENSMUSG00000095054	4	Gm13146
Gm13147	Gm13147	ENSMUSG00000087207	4	Gm13147
Gm13148	Gm13148	ENSMUSG00000083642	4	Gm13148
Gm13149	Gm13149	ENSMUSG00000081260	4	Gm13149
Gm13150	NA	NA	NA	Gm13150
Gm13151	NA	NA	NA	Gm13151
Gm13152	NA	NA	NA	Gm13152
Gm13153	Gm13153	ENSMUSG00000083704	4	Gm13153
Gm13154	NA	NA	NA	Gm13154
Gm13155	Gm13155	ENSMUSG00000096065	4	Gm13155
Gm13156	Gm13156	ENSMUSG00000083340	4	Gm13156
Gm13157	NA	NA	NA	Gm13157
Gm13158	Gm13158	ENSMUSG00000081627	4	Gm13158
Gm13160	Gm13160	ENSMUSG00000094017	4	Gm13160
Gm13162	Gm13162	ENSMUSG00000082779	4	Gm13162
Gm13163	Gm13163	ENSMUSG00000082176	4	Gm13163
Gm13165	Gm13165	ENSMUSG00000116282	CHR_MG4310_MG4311_PATCH	Gm13165
Gm13166	Gm13166	ENSMUSG00000116487	CHR_MG4310_MG4311_PATCH	Gm13166
Gm13167	Gm13167	ENSMUSG00000116302	CHR_MG4310_MG4311_PATCH	Gm13167
Gm13168	Gm13168	ENSMUSG00000116259	CHR_MG4310_MG4311_PATCH	Gm13168
Gm13169	Gm13169	ENSMUSG00000115872	CHR_MG4310_MG4311_PATCH	Gm13169
Gm13170	Gm13170	ENSMUSG00000116457	CHR_MG4310_MG4311_PATCH	Gm13170
Gm13171	Gm13171	ENSMUSG00000082429	4	Gm13171
Gm13172	Gm13172	ENSMUSG00000083078	4	Gm13172
Gm13173	Gm13173	ENSMUSG00000085648	4	Gm13173
Gm13174	Gm13174	ENSMUSG00000087454	4	Gm13174
Gm13175	Gm13175	ENSMUSG00000086874	2	Gm13175
Gm13176	Gm13176	ENSMUSG00000083407	2	Gm13176
Gm13177	NA	NA	NA	Gm13177
Gm13178	Gm13178	ENSMUSG00000041735	4	Gm13178
Gm13179	Gm13179	ENSMUSG00000086018	2	Gm13179
Gm13180	Gm13180	ENSMUSG00000085656	2	Gm13180
Gm13181	Gm13181	ENSMUSG00000081070	2	Gm13181
Gm13182	Gm13182	ENSMUSG00000082580	2	Gm13182
Gm13183	Gm13183	ENSMUSG00000080703	2	Gm13183
Gm13184	Gm13184	ENSMUSG00000085043	2	Gm13184
Gm13185	Gm13185	ENSMUSG00000085205	2	Gm13185
Gm13186	Gm13186	ENSMUSG00000081278	2	Gm13186
Gm13187	Gm13187	ENSMUSG00000087355	2	Gm13187
Gm13188	Gm13188	ENSMUSG00000081889	2	Gm13188
Gm13189	Gm13189	ENSMUSG00000086921	2	Gm13189
Gm13191	Gm13191	ENSMUSG00000086445	2	Gm13191
Gm13192	Gm13192	ENSMUSG00000069188	2	Gm13192
Gm13193	Gm13193	ENSMUSG00000082795	2	Gm13193
Gm13194	Gm13194	ENSMUSG00000086670	2	Gm13194
Gm13195	Gm13195	ENSMUSG00000083065	4	Gm13195
Gm13196	Gm13196	ENSMUSG00000083378	2	Gm13196
Gm13197	Gm13197	ENSMUSG00000080820	2	Gm13197
Gm13198	Gm13198	ENSMUSG00000081005	2	Gm13198
Gm13199	Gm13199	ENSMUSG00000056718	2	Gm13199
Gm13200	Gm13200	ENSMUSG00000086326	4	Gm13200
Gm13201	Gm13201	ENSMUSG00000078494	4	Gm13201
Gm13202	NA	NA	NA	Gm13202
Gm13203	Gm13203	ENSMUSG00000087273	4	Gm13203
Gm13204	Gm13204	ENSMUSG00000082860	4	Gm13204
Gm13205	Gm13205	ENSMUSG00000086606	4	Gm13205
Gm13206	Gm13206	ENSMUSG00000087027	4	Gm13206
Gm13207	Gm13207	ENSMUSG00000083473	4	Gm13207
Gm13209	Gm13209	ENSMUSG00000087217	4	Gm13209
Gm13210	Gm13210	ENSMUSG00000083252	2	Gm13210
Gm13211	Gm13211	ENSMUSG00000085070	2	Gm13211
Gm13212	Gm13212	ENSMUSG00000078502	4	Gm13212
Gm13213	Gm13213	ENSMUSG00000083885	4	Gm13213
Gm13214	Gm13214	ENSMUSG00000083368	4	Gm13214
Gm13215	Gm13215	ENSMUSG00000081394	4	Gm13215
Gm13216	Gm13216	ENSMUSG00000082013	2	Gm13216
Gm13217	Gm13217	ENSMUSG00000082953	2	Gm13217
Gm13218	Gm13218	ENSMUSG00000079603	2	Gm13218
Gm13219	Gm13219	ENSMUSG00000079604	2	Gm13219
Gm1322	Gm1322	ENSMUSG00000075314	2	Gm1322
Gm13220	Gm13220	ENSMUSG00000081202	2	Gm13220
Gm13221	Gm13221	ENSMUSG00000083423	2	Gm13221
Gm13222	Gm13222	ENSMUSG00000080732	4	Gm13222
Gm13223	Gm13223	ENSMUSG00000083081	4	Gm13223
Gm13224	Gm13224	ENSMUSG00000084272	4	Gm13224
Gm13225	NA	NA	NA	Gm13225
Gm13226	Gm13226	ENSMUSG00000083454	4	Gm13226
Gm13227	NA	NA	NA	Gm13227
Gm13228	Gm13228	ENSMUSG00000082352	4	Gm13228
Gm13229	Gm13229	ENSMUSG00000087076	4	Gm13229
Gm13230	Gm13230	ENSMUSG00000082082	4	Gm13230
Gm13231	Gm13231	ENSMUSG00000081885	4	Gm13231
Gm13232	Gm13232	ENSMUSG00000084279	4	Gm13232
Gm13233	Gm13233	ENSMUSG00000083038	4	Gm13233
Gm13234	Gm13234	ENSMUSG00000083562	4	Gm13234
Gm13235	NA	NA	NA	Gm13235
Gm13236	Gm13236	ENSMUSG00000087513	4	Gm13236
Gm13237	Gm13237	ENSMUSG00000095865	4	Gm13237
Gm13238	Gm13238	ENSMUSG00000096233	4	Gm13238
Gm13239	Gm13239	ENSMUSG00000082615	4	Gm13239
Gm13240	Gm13240	ENSMUSG00000096366	4	Gm13240
Gm13241	Gm13241	ENSMUSG00000073716	4	Gm13241
Gm13242	NA	NA	NA	Gm13242
Gm13243	Gm13243	ENSMUSG00000094417	4	Gm13243
Gm13244	Gm13244	ENSMUSG00000082334	4	Gm13244
Gm13245	Gm13245	ENSMUSG00000081998	4	Gm13245
Gm13246	Gm13246	ENSMUSG00000083235	4	Gm13246
Gm13247	NA	NA	NA	Gm13247
Gm13249	Gm13249	ENSMUSG00000095517	4	Gm13249
Gm13250	Gm13250	ENSMUSG00000083001	4	Gm13250
Gm13251	NA	NA	NA	Gm13251
Gm13252	Gm13252	ENSMUSG00000084105	4	Gm13252
Gm13253	NA	NA	NA	Gm13253
Gm13254	Gm13254	ENSMUSG00000083269	2	Gm13254
Gm13255	Gm13255	ENSMUSG00000084374	2	Gm13255
Gm13256	Gm13256	ENSMUSG00000086618	2	Gm13256
Gm13257	Gm13257	ENSMUSG00000086850	4	Gm13257
Gm13258	NA	NA	NA	Gm13258
Gm13259	Gm13259	ENSMUSG00000083241	4	Gm13259
Gm13260	Gm13260	ENSMUSG00000082727	2	Gm13260
Gm13261	Gm13261	ENSMUSG00000086748	2	Gm13261
Gm13262	Gm13262	ENSMUSG00000075534	2	Gm13262
Gm13263	Gm13263	ENSMUSG00000082871	2	Gm13263
Gm13264	Gm13264	ENSMUSG00000085257	2	Gm13264
Gm13265	Gm13265	ENSMUSG00000081367	2	Gm13265
Gm13266	Gm13266	ENSMUSG00000084901	2	Gm13266
Gm13267	Gm13267	ENSMUSG00000085818	2	Gm13267
Gm13268	Gm13268	ENSMUSG00000070271	2	Gm13268
Gm13269	Gm13269	ENSMUSG00000087086	2	Gm13269
Gm13270	Gm13270	ENSMUSG00000086358	2	Gm13270
Gm13271	Gm13271	ENSMUSG00000094618	4	Gm13271
Gm13272	Gm13272	ENSMUSG00000096591	4	Gm13272
Gm13273	Gm13273	ENSMUSG00000081893	4	Gm13273
Gm13274	Gm13274	ENSMUSG00000086074	4	Gm13274
Gm13275	Gm13275	ENSMUSG00000099518	4	Gm13275
Gm13276	Gm13276	ENSMUSG00000099545	4	Gm13276
Gm13277	Gm13277	ENSMUSG00000100234	4	Gm13277
Gm13278	Gm13278	ENSMUSG00000101163	4	Gm13278
Gm13279	Gm13279	ENSMUSG00000099420	4	Gm13279
Gm13280	NA	NA	NA	Gm13280
Gm13281	Gm13281	ENSMUSG00000081784	4	Gm13281
Gm13282	Gm13282	ENSMUSG00000084192	4	Gm13282
Gm13283	Gm13283	ENSMUSG00000100505	4	Gm13283
Gm13284	Gm13284	ENSMUSG00000082789	4	Gm13284
Gm13285	Gm13285	ENSMUSG00000095101	4	Gm13285
Gm13286	Gm13286	ENSMUSG00000081501	4	Gm13286
Gm13287	Gm13287	ENSMUSG00000094648	4	Gm13287
Gm13288	Gm13288	ENSMUSG00000070908	4	Gm13288
Gm13289	Gm13289	ENSMUSG00000096582	4	Gm13289
Gm13290	Gm13290	ENSMUSG00000094271	4	Gm13290
Gm13291	Gm13291	ENSMUSG00000086491	2	Gm13291
Gm13292	Gm13292	ENSMUSG00000082424	2	Gm13292
Gm13293	Gm13293	ENSMUSG00000086006	2	Gm13293
Gm13294	Gm13294	ENSMUSG00000083900	2	Gm13294
Gm13295	NA	NA	NA	Gm13295
Gm13296	Gm13296	ENSMUSG00000082314	2	Gm13296
Gm13297	Gm13297	ENSMUSG00000081693	2	Gm13297
Gm13298	NA	NA	NA	Gm13298
Gm13299	Gm13299	ENSMUSG00000087577	4	Gm13299
Gm1330	Gm1330	ENSMUSG00000063507	2	Gm1330
Gm13300	NA	NA	NA	Gm13300
Gm13301	Gm13301	ENSMUSG00000096862	4	Gm13301
Gm13302	Gm13302	ENSMUSG00000084010	4	Gm13302
Gm13303	Gm13303	ENSMUSG00000082414	4	Gm13303
Gm13304	Gm13304	ENSMUSG00000073878	4	Gm13304
Gm13305	Gm13305	ENSMUSG00000073876	4	Gm13305
Gm13306	Gm13306	ENSMUSG00000073877	4	Gm13306
Gm13307	Gm13307	ENSMUSG00000085730	4	Gm13307
Gm13308	NA	NA	NA	Gm13308
Gm13309	NA	NA	NA	Gm13309
Gm13310	Gm13310	ENSMUSG00000080801	2	Gm13310
Gm13311	Gm13311	ENSMUSG00000082542	2	Gm13311
Gm13312	Gm13312	ENSMUSG00000083633	2	Gm13312
Gm13313	Gm13313	ENSMUSG00000083860	2	Gm13313
Gm13314	Gm13314	ENSMUSG00000081008	2	Gm13314
Gm13315	Gm13315	ENSMUSG00000083305	2	Gm13315
Gm13316	Gm13316	ENSMUSG00000085281	2	Gm13316
Gm13317	NA	NA	NA	Gm13317
Gm13318	NA	NA	NA	Gm13318
Gm13319	NA	NA	NA	Gm13319
Gm1332	NA	NA	NA	Gm1332
Gm13320	Gm13320	ENSMUSG00000083545	2	Gm13320
Gm13321	Gm13321	ENSMUSG00000083547	2	Gm13321
Gm13322	Gm13322	ENSMUSG00000085193	2	Gm13322
Gm13323	Gm13323	ENSMUSG00000081851	2	Gm13323
Gm13324	Gm13324	ENSMUSG00000085100	2	Gm13324
Gm13325	Gm13325	ENSMUSG00000081525	2	Gm13325
Gm13326	Gm13326	ENSMUSG00000082235	2	Gm13326
Gm13327	Gm13327	ENSMUSG00000085680	2	Gm13327
Gm13328	Gm13328	ENSMUSG00000081128	2	Gm13328
Gm13329	Gm13329	ENSMUSG00000081116	2	Gm13329
Gm13330	Gm13330	ENSMUSG00000085319	2	Gm13330
Gm13331	Gm13331	ENSMUSG00000081519	2	Gm13331
Gm13332	Gm13332	ENSMUSG00000083281	2	Gm13332
Gm13333	Gm13333	ENSMUSG00000081139	2	Gm13333
Gm13334	NA	NA	NA	Gm13334
Gm13335	Gm13335	ENSMUSG00000085477	2	Gm13335
Gm13336	NA	NA	NA	Gm13336
Gm13337	Gm13337	ENSMUSG00000081467	2	Gm13337
Gm13338	Gm13338	ENSMUSG00000083453	2	Gm13338
Gm13339	Gm13339	ENSMUSG00000082884	2	Gm13339
Gm13340	Gm13340	ENSMUSG00000083563	2	Gm13340
Gm13341	Gm13341	ENSMUSG00000083863	2	Gm13341
Gm13342	Gm13342	ENSMUSG00000082516	2	Gm13342
Gm13343	Gm13343	ENSMUSG00000080227	2	Gm13343
Gm13344	Gm13344	ENSMUSG00000087103	2	Gm13344
Gm13345	Gm13345	ENSMUSG00000084160	2	Gm13345
Gm13346	Gm13346	ENSMUSG00000087246	2	Gm13346
Gm13347	Gm13347	ENSMUSG00000083893	2	Gm13347
Gm13348	Gm13348	ENSMUSG00000086621	2	Gm13348
Gm13349	Gm13349	ENSMUSG00000082520	2	Gm13349
Gm1335	Gm1335	ENSMUSG00000083009	2	Gm1335
Gm13350	Gm13350	ENSMUSG00000083070	2	Gm13350
Gm13351	Gm13351	ENSMUSG00000081619	2	Gm13351
Gm13352	Gm13352	ENSMUSG00000086882	2	Gm13352
Gm13353	Gm13353	ENSMUSG00000081181	2	Gm13353
Gm13354	NA	NA	NA	Gm13354
Gm13355	Gm13355	ENSMUSG00000082943	2	Gm13355
Gm13356	Gm13356	ENSMUSG00000083057	2	Gm13356
Gm13357	Gm13357	ENSMUSG00000083650	2	Gm13357
Gm13358	Gm13358	ENSMUSG00000082864	2	Gm13358
Gm13359	Gm13359	ENSMUSG00000082951	2	Gm13359
Gm13360	Gm13360	ENSMUSG00000082164	2	Gm13360
Gm13361	Gm13361	ENSMUSG00000083777	2	Gm13361
Gm13362	Gm13362	ENSMUSG00000086418	2	Gm13362
Gm13363	Gm13363	ENSMUSG00000060795	2	Gm13363
Gm13364	NA	NA	NA	Gm13364
Gm13365	Gm13365	ENSMUSG00000082632	2	Gm13365
Gm13366	Gm13366	ENSMUSG00000083631	2	Gm13366
Gm13367	Gm13367	ENSMUSG00000080930	2	Gm13367
Gm13368	Gm13368	ENSMUSG00000081389	2	Gm13368
Gm13369	Gm13369	ENSMUSG00000083796	2	Gm13369
Gm1337	NA	NA	NA	Gm1337
Gm13370	Gm13370	ENSMUSG00000084383	2	Gm13370
Gm13371	Gm13371	ENSMUSG00000085693	2	Gm13371
Gm13372	Gm13372	ENSMUSG00000086560	2	Gm13372
Gm13373	Gm13373	ENSMUSG00000087196	2	Gm13373
Gm13375	Gm13375	ENSMUSG00000075514	2	Gm13375
Gm13376	Gm13376	ENSMUSG00000087219	2	Gm13376
Gm13377	Gm13377	ENSMUSG00000086821	2	Gm13377
Gm13378	Gm13378	ENSMUSG00000084071	2	Gm13378
Gm13379	Gm13379	ENSMUSG00000080846	2	Gm13379
Gm13380	Gm13380	ENSMUSG00000085206	2	Gm13380
Gm13381	Gm13381	ENSMUSG00000087667	2	Gm13381
Gm13382	NA	NA	NA	Gm13382
Gm13383	Gm13383	ENSMUSG00000087485	2	Gm13383
Gm13384	Gm13384	ENSMUSG00000082332	2	Gm13384
Gm13385	Gm13385	ENSMUSG00000082796	2	Gm13385
Gm13386	Gm13386	ENSMUSG00000083115	2	Gm13386
Gm13387	Gm13387	ENSMUSG00000087028	2	Gm13387
Gm13388	Gm13388	ENSMUSG00000085716	2	Gm13388
Gm13389	Gm13389	ENSMUSG00000087079	2	Gm13389
Gm13390	NA	NA	NA	Gm13390
Gm13391	Gm13391	ENSMUSG00000086109	2	Gm13391
Gm13392	Gm13392	ENSMUSG00000083373	2	Gm13392
Gm13393	Gm13393	ENSMUSG00000086519	2	Gm13393
Gm13394	Gm13394	ENSMUSG00000083773	2	Gm13394
Gm13395	NA	NA	NA	Gm13395
Gm13396	Gm13396	ENSMUSG00000082788	2	Gm13396
Gm13397	Gm13397	ENSMUSG00000083335	2	Gm13397
Gm13398	Gm13398	ENSMUSG00000087364	2	Gm13398
Gm13399	NA	NA	NA	Gm13399
Gm13400	Gm13400	ENSMUSG00000084143	2	Gm13400
Gm13401	Gm13401	ENSMUSG00000082413	2	Gm13401
Gm13402	Gm13402	ENSMUSG00000086994	2	Gm13402
Gm13403	Gm13403	ENSMUSG00000085987	2	Gm13403
Gm13404	Gm13404	ENSMUSG00000086904	2	Gm13404
Gm13405	Gm13405	ENSMUSG00000087430	2	Gm13405
Gm13406	Gm13406	ENSMUSG00000083233	2	Gm13406
Gm13407	Gm13407	ENSMUSG00000083503	2	Gm13407
Gm13408	Gm13408	ENSMUSG00000081992	2	Gm13408
Gm13409	Gm13409	ENSMUSG00000083172	2	Gm13409
Gm13410	Gm13410	ENSMUSG00000083116	2	Gm13410
Gm13411	Gm13411	ENSMUSG00000085999	2	Gm13411
Gm13412	Gm13412	ENSMUSG00000085017	2	Gm13412
Gm13413	Gm13413	ENSMUSG00000083004	2	Gm13413
Gm13414	Gm13414	ENSMUSG00000087635	2	Gm13414
Gm13415	Gm13415	ENSMUSG00000085057	2	Gm13415
Gm13416	Gm13416	ENSMUSG00000084241	2	Gm13416
Gm13417	Gm13417	ENSMUSG00000085330	2	Gm13417
Gm13418	Gm13418	ENSMUSG00000082307	2	Gm13418
Gm13419	Gm13419	ENSMUSG00000081904	2	Gm13419
Gm13420	Gm13420	ENSMUSG00000079497	2	Gm13420
Gm13421	Gm13421	ENSMUSG00000085929	2	Gm13421
Gm13422	Gm13422	ENSMUSG00000084098	2	Gm13422
Gm13423	Gm13423	ENSMUSG00000081648	2	Gm13423
Gm13424	Gm13424	ENSMUSG00000083143	2	Gm13424
Gm13425	Gm13425	ENSMUSG00000085224	2	Gm13425
Gm13426	Gm13426	ENSMUSG00000084226	2	Gm13426
Gm13427	Gm13427	ENSMUSG00000087549	2	Gm13427
Gm13428	Gm13428	ENSMUSG00000081496	2	Gm13428
Gm13429	Gm13429	ENSMUSG00000085141	2	Gm13429
Gm13430	Gm13430	ENSMUSG00000083101	2	Gm13430
Gm13431	Gm13431	ENSMUSG00000087187	2	Gm13431
Gm13432	Gm13432	ENSMUSG00000083528	2	Gm13432
Gm13433	Gm13433	ENSMUSG00000083043	2	Gm13433
Gm13434	NA	NA	NA	Gm13434
Gm13435	Gm13435	ENSMUSG00000083815	2	Gm13435
Gm13436	Gm13436	ENSMUSG00000083716	2	Gm13436
Gm13437	Gm13437	ENSMUSG00000083431	2	Gm13437
Gm13438	Gm13438	ENSMUSG00000082251	2	Gm13438
Gm13439	Gm13439	ENSMUSG00000081174	2	Gm13439
Gm13440	Gm13440	ENSMUSG00000081591	2	Gm13440
Gm13441	Gm13441	ENSMUSG00000086356	2	Gm13441
Gm13442	Gm13442	ENSMUSG00000085737	2	Gm13442
Gm13443	Gm13443	ENSMUSG00000075391	2	Gm13443
Gm13444	Gm13444	ENSMUSG00000081841	2	Gm13444
Gm13445	Gm13445	ENSMUSG00000081421	2	Gm13445
Gm13446	Gm13446	ENSMUSG00000086555	2	Gm13446
Gm13447	NA	NA	NA	Gm13447
Gm13448	Gm13448	ENSMUSG00000086001	2	Gm13448
Gm13449	Gm13449	ENSMUSG00000085599	2	Gm13449
Gm13450	Gm13450	ENSMUSG00000083533	2	Gm13450
Gm13451	Gm13451	ENSMUSG00000084285	2	Gm13451
Gm13452	Gm13452	ENSMUSG00000082015	2	Gm13452
Gm13453	Gm13453	ENSMUSG00000083240	2	Gm13453
Gm13454	Gm13454	ENSMUSG00000081839	2	Gm13454
Gm13455	Gm13455	ENSMUSG00000081577	2	Gm13455
Gm13456	Gm13456	ENSMUSG00000082536	2	Gm13456
Gm13457	Gm13457	ENSMUSG00000084171	2	Gm13457
Gm13458	Gm13458	ENSMUSG00000083398	2	Gm13458
Gm13459	Gm13459	ENSMUSG00000083973	2	Gm13459
Gm13460	Gm13460	ENSMUSG00000083260	2	Gm13460
Gm13461	Gm13461	ENSMUSG00000081999	2	Gm13461
Gm13462	Gm13462	ENSMUSG00000082930	2	Gm13462
Gm13463	Gm13463	ENSMUSG00000081085	2	Gm13463
Gm13464	Gm13464	ENSMUSG00000080994	2	Gm13464
Gm13465	Gm13465	ENSMUSG00000086710	2	Gm13465
Gm13466	Gm13466	ENSMUSG00000083807	2	Gm13466
