hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
PES1P2	PES1P2	ENSG00000229268	9	PES1P2
PET100	PET100	ENSG00000229833	19	PET100
PET117	PET117	ENSG00000232838	20	PET117
PEX1	PEX1	ENSG00000127980	7	PEX1
PEX10	PEX10	ENSG00000157911	1	PEX10
PEX11A	PEX11A	ENSG00000166821	15	PEX11A
PEX11B	PEX11B	ENSG00000131779	1	PEX11B
PEX11G	PEX11G	ENSG00000104883	19	PEX11G
PEX12	PEX12	ENSG00000108733	17	PEX12
PEX13	PEX13	ENSG00000162928	2	PEX13
PEX14	PEX14	ENSG00000142655	1	PEX14
PEX16	PEX16	ENSG00000121680	11	PEX16
PEX19	PEX19	ENSG00000162735	1	PEX19
PEX2	PEX2	ENSG00000164751	8	PEX2
PEX26	PEX26	ENSG00000215193	22	PEX26
PEX3	PEX3	ENSG00000034693	6	PEX3
PEX5	PEX5	ENSG00000139197	12	PEX5
PEX5L	PEX5L	ENSG00000114757	3	PEX5L
PEX5L-AS2	PEX5L-AS2	ENSG00000244302	3	PEX5L-AS2
PEX6	PEX6	ENSG00000124587	6	PEX6
PEX7	PEX7	ENSG00000112357	6	PEX7
PFAS	PFAS	ENSG00000178921	17	PFAS
PFDN1	PFDN1	ENSG00000113068	5	PFDN1
PFDN2	PFDN2	ENSG00000143256	1	PFDN2
PFDN4	PFDN4	ENSG00000101132	20	PFDN4
PFDN5	PFDN5	ENSG00000123349	12	PFDN5
PFDN6	PFDN6	ENSG00000237335	CHR_HSCHR6_MHC_QBL_CTG1	PFDN6
PFKFB1	PFKFB1	ENSG00000158571	X	PFKFB1
PFKFB2	PFKFB2	ENSG00000123836	1	PFKFB2
PFKFB3	PFKFB3	ENSG00000170525	10	PFKFB3
PFKFB4	PFKFB4	ENSG00000114268	3	PFKFB4
PFKL	PFKL	ENSG00000141959	21	PFKL
PFKM	PFKM	ENSG00000152556	12	PFKM
PFKP	PFKP	ENSG00000067057	10	PFKP
PFN1	PFN1	ENSG00000108518	17	PFN1
PFN1P1	PFN1P1	ENSG00000233328	1	PFN1P1
PFN1P11	PFN1P11	ENSG00000213061	10	PFN1P11
PFN1P12	PFN1P12	ENSG00000226028	1	PFN1P12
PFN1P2	PFN1P2	ENSG00000270392	1	PFN1P2
PFN1P3	PFN1P3	ENSG00000234367	1	PFN1P3
PFN1P8	PFN1P8	ENSG00000244371	1	PFN1P8
PFN1P9	PFN1P9	ENSG00000227205	1	PFN1P9
PFN2	PFN2	ENSG00000070087	3	PFN2
PGAM1	PGAM1	ENSG00000171314	10	PGAM1
PGAM1P10	PGAM1P10	ENSG00000220515	6	PGAM1P10
PGAM1P11	PGAM1P11	ENSG00000233623	1	PGAM1P11
PGAM1P2	PGAM1P2	ENSG00000225639	9	PGAM1P2
PGAM1P3	PGAM1P3	ENSG00000230274	3	PGAM1P3
PGAM1P5	PGAM1P5	ENSG00000257150	12	PGAM1P5
PGAM1P6	PGAM1P6	ENSG00000224464	2	PGAM1P6
PGAM1P7	PGAM1P7	ENSG00000213997	X	PGAM1P7
PGAM2	PGAM2	ENSG00000164708	7	PGAM2
PGAM4	PGAM4	ENSG00000226784	X	PGAM4
PGAM5	PGAM5	ENSG00000247077	12	PGAM5
PGAP1	PGAP1	ENSG00000197121	2	PGAP1
PGAP2	PGAP2	ENSG00000148985	11	PGAP2
PGAP3	PGAP3	ENSG00000161395	17	PGAP3
PGBD1	PGBD1	ENSG00000137338	6	PGBD1
PGBD2	PGBD2	ENSG00000185220	1	PGBD2
PGBD3	NA	NA	NA	PGBD3
PGBD4	PGBD4	ENSG00000182405	15	PGBD4
PGBD4P1	PGBD4P1	ENSG00000282270	CHR_HSCHR7_2_CTG6	PGBD4P1
PGBD5	PGBD5	ENSG00000177614	1	PGBD5
PGCP1	PGCP1	ENSG00000227179	1	PGCP1
PGD	PGD	ENSG00000142657	1	PGD
PGDP1	PGDP1	ENSG00000265273	18	PGDP1
PGF	PGF	ENSG00000119630	14	PGF
PGGT1B	PGGT1B	ENSG00000164219	5	PGGT1B
PGGT1BP1	PGGT1BP1	ENSG00000213667	10	PGGT1BP1
PGGT1BP2	PGGT1BP2	ENSG00000214584	10	PGGT1BP2
PGK1	PGK1	ENSG00000102144	X	PGK1
PGK1P2	PGK1P2	ENSG00000213290	19	PGK1P2
PGK2	PGK2	ENSG00000170950	6	PGK2
PGLS	NA	NA	NA	PGLS
PGLYRP1	PGLYRP1	ENSG00000008438	19	PGLYRP1
PGLYRP2	PGLYRP2	ENSG00000161031	19	PGLYRP2
PGLYRP3	PGLYRP3	ENSG00000159527	1	PGLYRP3
PGLYRP4	PGLYRP4	ENSG00000163218	1	PGLYRP4
PGM1	PGM1	ENSG00000079739	1	PGM1
PGM2	PGM2	ENSG00000169299	4	PGM2
PGM2L1	PGM2L1	ENSG00000165434	11	PGM2L1
PGM3	PGM3	ENSG00000013375	6	PGM3
PGM5	PGM5	ENSG00000154330	9	PGM5
PGM5P2	PGM5P2	ENSG00000277778	9	PGM5P2
PGP	PGP	ENSG00000184207	16	PGP
PGPEP1	PGPEP1	ENSG00000130517	19	PGPEP1
PGPEP1L	PGPEP1L	ENSG00000183571	15	PGPEP1L
PGR	PGR	ENSG00000082175	11	PGR
PGRMC1	PGRMC1	ENSG00000101856	X	PGRMC1
PGRMC2	PGRMC2	ENSG00000164040	4	PGRMC2
PGS1	PGS1	ENSG00000087157	17	PGS1
PHACTR1	PHACTR1	ENSG00000282833	CHR_HSCHR6_1_CTG10	PHACTR1
PHACTR2	PHACTR2	ENSG00000112419	6	PHACTR2
PHACTR2P1	PHACTR2P1	ENSG00000270300	10	PHACTR2P1
PHACTR3	PHACTR3	ENSG00000087495	20	PHACTR3
PHACTR4	PHACTR4	ENSG00000204138	1	PHACTR4
PHAX	PHAX	ENSG00000164902	5	PHAX
PHB	PHB	ENSG00000167085	17	PHB
PHB2	PHB2	ENSG00000215021	12	PHB2
PHB2P1	PHB2P1	ENSG00000232728	10	PHB2P1
PHBP1	PHBP1	ENSG00000213091	6	PHBP1
PHBP10	PHBP10	ENSG00000232665	X	PHBP10
PHBP11	PHBP11	ENSG00000227621	1	PHBP11
PHBP12	PHBP12	ENSG00000230585	1	PHBP12
PHBP13	PHBP13	ENSG00000234835	13	PHBP13
PHBP3	PHBP3	ENSG00000228121	1	PHBP3
PHBP4	PHBP4	ENSG00000230251	2	PHBP4
PHBP5	PHBP5	ENSG00000233523	7	PHBP5
PHBP7	PHBP7	ENSG00000213711	9	PHBP7
PHBP8	PHBP8	ENSG00000240471	3	PHBP8
PHBP9	PHBP9	ENSG00000230224	10	PHBP9
PHC1	PHC1	ENSG00000111752	12	PHC1
PHC1P1	PHC1P1	ENSG00000179899	12	PHC1P1
PHC2	PHC2	ENSG00000134686	1	PHC2
PHC3	PHC3	ENSG00000173889	3	PHC3
PHEX	PHEX	ENSG00000102174	X	PHEX
PHF1	PHF1	ENSG00000239756	CHR_HSCHR6_MHC_SSTO_CTG1	PHF1
PHF10	PHF10	ENSG00000130024	6	PHF10
PHF11	PHF11	ENSG00000136147	13	PHF11
PHF12	PHF12	ENSG00000109118	17	PHF12
PHF13	PHF13	ENSG00000116273	1	PHF13
PHF14	PHF14	ENSG00000106443	7	PHF14
PHF19	PHF19	ENSG00000119403	9	PHF19
PHF2	PHF2	ENSG00000197724	9	PHF2
PHF20	PHF20	ENSG00000025293	20	PHF20
PHF20L1	PHF20L1	ENSG00000129292	8	PHF20L1
PHF21A	PHF21A	ENSG00000135365	11	PHF21A
PHF21B	PHF21B	ENSG00000056487	22	PHF21B
PHF23	PHF23	ENSG00000040633	17	PHF23
PHF2P2	PHF2P2	ENSG00000226057	13	PHF2P2
PHF3	PHF3	ENSG00000118482	6	PHF3
PHF5A	PHF5A	ENSG00000100410	22	PHF5A
PHF5CP	PHF5CP	ENSG00000267178	19	PHF5CP
PHF6	PHF6	ENSG00000156531	X	PHF6
PHF7	PHF7	ENSG00000010318	3	PHF7
PHF8	PHF8	ENSG00000172943	X	PHF8
PHGDH	PHGDH	ENSG00000092621	1	PHGDH
PHGR1	PHGR1	ENSG00000233041	15	PHGR1
PHIP	PHIP	ENSG00000146247	6	PHIP
PHKA1	PHKA1	ENSG00000067177	X	PHKA1
PHKA1-AS1	PHKA1-AS1	ENSG00000231944	X	PHKA1-AS1
PHKA1P1	PHKA1P1	ENSG00000232882	1	PHKA1P1
PHKA2	PHKA2	ENSG00000044446	X	PHKA2
PHKA2-AS1	PHKA2-AS1	ENSG00000237836	X	PHKA2-AS1
PHKB	PHKB	ENSG00000102893	16	PHKB
PHKBP1	PHKBP1	ENSG00000226262	20	PHKBP1
PHKBP2	PHKBP2	ENSG00000258467	14	PHKBP2
PHKG1	PHKG1	ENSG00000164776	7	PHKG1
PHKG2	PHKG2	ENSG00000156873	16	PHKG2
PHLDA1	PHLDA1	ENSG00000139289	12	PHLDA1
PHLDA2	PHLDA2	ENSG00000274538	CHR_HSCHR11_1_CTG7	PHLDA2
PHLDA3	PHLDA3	ENSG00000174307	1	PHLDA3
PHLDB1	PHLDB1	ENSG00000019144	11	PHLDB1
PHLDB2	PHLDB2	ENSG00000144824	3	PHLDB2
PHLDB3	PHLDB3	ENSG00000176531	19	PHLDB3
PHLPP1	PHLPP1	ENSG00000081913	18	PHLPP1
PHLPP2	PHLPP2	ENSG00000040199	16	PHLPP2
PHOSPHO1	PHOSPHO1	ENSG00000173868	17	PHOSPHO1
PHOSPHO2	PHOSPHO2	ENSG00000144362	2	PHOSPHO2
PHOX2B	PHOX2B	ENSG00000109132	4	PHOX2B
PHPT1	PHPT1	ENSG00000054148	9	PHPT1
PHRF1	PHRF1	ENSG00000274780	CHR_HSCHR11_1_CTG8	PHRF1
PHTF1	PHTF1	ENSG00000116793	1	PHTF1
PHTF2	PHTF2	ENSG00000006576	7	PHTF2
PHYH	PHYH	ENSG00000107537	10	PHYH
PHYHD1	PHYHD1	ENSG00000175287	9	PHYHD1
PHYHIP	PHYHIP	ENSG00000168490	8	PHYHIP
PHYKPL	PHYKPL	ENSG00000175309	5	PHYKPL
PI15	PI15	ENSG00000137558	8	PI15
PI16	PI16	ENSG00000164530	6	PI16
PI3	PI3	ENSG00000124102	20	PI3
PI4K2A	PI4K2A	ENSG00000155252	10	PI4K2A
PI4K2B	PI4K2B	ENSG00000038210	4	PI4K2B
PI4KA	PI4KA	ENSG00000241973	22	PI4KA
PI4KAP1	PI4KAP1	ENSG00000274602	22	PI4KAP1
PI4KAP2	PI4KAP2	ENSG00000183506	22	PI4KAP2
PI4KB	PI4KB	ENSG00000143393	1	PI4KB
PIANP	PIANP	ENSG00000139200	12	PIANP
PIAS1	PIAS1	ENSG00000033800	15	PIAS1
PIAS2	PIAS2	ENSG00000078043	18	PIAS2
PIAS3	PIAS3	ENSG00000131788	1	PIAS3
PIAS4	PIAS4	ENSG00000105229	19	PIAS4
PIBF1	PIBF1	ENSG00000083535	13	PIBF1
PICALM	PICALM	ENSG00000073921	11	PICALM
PICK1	PICK1	ENSG00000100151	22	PICK1
PIDD1	PIDD1	ENSG00000177595	11	PIDD1
PIEZO1	PIEZO1	ENSG00000103335	16	PIEZO1
PIEZO2	PIEZO2	ENSG00000154864	18	PIEZO2
PIF1	PIF1	ENSG00000140451	15	PIF1
PIFO	PIFO	ENSG00000173947	1	PIFO
PIGA	PIGA	ENSG00000165195	X	PIGA
PIGB	PIGB	ENSG00000069943	15	PIGB
PIGBOS1	PIGBOS1	ENSG00000225973	15	PIGBOS1
PIGC	PIGC	ENSG00000135845	1	PIGC
PIGCP1	PIGCP1	ENSG00000213713	11	PIGCP1
PIGF	PIGF	ENSG00000151665	2	PIGF
PIGFP1	PIGFP1	ENSG00000253869	5	PIGFP1
PIGG	PIGG	ENSG00000174227	4	PIGG
PIGH	PIGH	ENSG00000100564	14	PIGH
PIGHP1	PIGHP1	ENSG00000259657	15	PIGHP1
PIGK	PIGK	ENSG00000142892	1	PIGK
PIGL	PIGL	ENSG00000108474	17	PIGL
PIGM	PIGM	ENSG00000143315	1	PIGM
PIGN	PIGN	ENSG00000197563	18	PIGN
PIGO	PIGO	ENSG00000165282	9	PIGO
PIGP	PIGP	ENSG00000185808	21	PIGP
PIGPP2	PIGPP2	ENSG00000234204	1	PIGPP2
PIGPP3	PIGPP3	ENSG00000228958	20	PIGPP3
PIGPP4	PIGPP4	ENSG00000265564	18	PIGPP4
PIGQ	PIGQ	ENSG00000007541	16	PIGQ
PIGQP1	PIGQP1	ENSG00000227104	1	PIGQP1
PIGS	PIGS	ENSG00000087111	17	PIGS
PIGT	PIGT	ENSG00000124155	20	PIGT
PIGU	PIGU	ENSG00000101464	20	PIGU
PIGUP1	PIGUP1	ENSG00000224437	9	PIGUP1
PIGV	PIGV	ENSG00000060642	1	PIGV
PIGW	PIGW	ENSG00000277161	CHR_HSCHR17_7_CTG4	PIGW
PIGX	PIGX	ENSG00000163964	3	PIGX
PIGZ	PIGZ	ENSG00000119227	3	PIGZ
PIH1D1	PIH1D1	ENSG00000104872	19	PIH1D1
PIH1D2	PIH1D2	ENSG00000150773	11	PIH1D2
PIH1D3	PIH1D3	ENSG00000080572	X	PIH1D3
PIK3AP1	PIK3AP1	ENSG00000155629	10	PIK3AP1
PIK3C2A	PIK3C2A	ENSG00000011405	11	PIK3C2A
PIK3C2B	PIK3C2B	ENSG00000133056	1	PIK3C2B
PIK3C2G	PIK3C2G	ENSG00000139144	12	PIK3C2G
PIK3C3	PIK3C3	ENSG00000078142	18	PIK3C3
PIK3CA	PIK3CA	ENSG00000121879	3	PIK3CA
PIK3CB	PIK3CB	ENSG00000051382	3	PIK3CB
PIK3CD	PIK3CD	ENSG00000171608	1	PIK3CD
PIK3CG	PIK3CG	ENSG00000105851	7	PIK3CG
PIK3IP1	PIK3IP1	ENSG00000100100	22	PIK3IP1
PIK3IP1-AS1	PIK3IP1-AS1	ENSG00000228839	22	PIK3IP1-AS1
PIK3R1	PIK3R1	ENSG00000145675	5	PIK3R1
PIK3R2	PIK3R2	ENSG00000105647	19	PIK3R2
PIK3R3	PIK3R3	ENSG00000117461	1	PIK3R3
PIK3R4	PIK3R4	ENSG00000196455	3	PIK3R4
PIK3R5	PIK3R5	ENSG00000141506	17	PIK3R5
PIK3R6	PIK3R6	ENSG00000276231	17	PIK3R6
PIKFYVE	PIKFYVE	ENSG00000115020	2	PIKFYVE
PILRA	PILRA	ENSG00000085514	7	PILRA
PILRB	PILRB	ENSG00000121716	7	PILRB
PIM1	PIM1	ENSG00000137193	6	PIM1
PIM2	PIM2	ENSG00000102096	X	PIM2
PIM3	PIM3	ENSG00000198355	22	PIM3
PIN1	PIN1	ENSG00000127445	19	PIN1
PIN1P1	PIN1P1	ENSG00000229359	1	PIN1P1
PIN4	PIN4	ENSG00000102309	X	PIN4
PIN4P1	PIN4P1	ENSG00000227973	15	PIN4P1
PINK1	PINK1	ENSG00000158828	1	PINK1
PINK1-AS	PINK1-AS	ENSG00000117242	1	PINK1-AS
PINLYP	PINLYP	ENSG00000234465	19	PINLYP
PINX1	PINX1	ENSG00000254093	8	PINX1
PIP4K2A	PIP4K2A	ENSG00000150867	10	PIP4K2A
PIP4K2B	PIP4K2B	ENSG00000277292	CHR_HSCHR17_7_CTG4	PIP4K2B
PIP4K2C	PIP4K2C	ENSG00000166908	12	PIP4K2C
PIP5K1A	PIP5K1A	ENSG00000143398	1	PIP5K1A
PIP5K1B	PIP5K1B	ENSG00000107242	9	PIP5K1B
PIP5K1C	PIP5K1C	ENSG00000186111	19	PIP5K1C
PIP5K1P1	PIP5K1P1	ENSG00000219294	6	PIP5K1P1
PIP5KL1	PIP5KL1	ENSG00000167103	9	PIP5KL1
PIPOX	PIPOX	ENSG00000179761	17	PIPOX
PIPSL	PIPSL	ENSG00000180764	10	PIPSL
PISD	PISD	ENSG00000241878	22	PISD
PITHD1	PITHD1	ENSG00000057757	1	PITHD1
PITPNA	PITPNA	ENSG00000174238	17	PITPNA
PITPNA-AS1	PITPNA-AS1	ENSG00000236618	17	PITPNA-AS1
PITPNB	PITPNB	ENSG00000180957	22	PITPNB
PITPNC1	PITPNC1	ENSG00000154217	17	PITPNC1
PITPNM1	PITPNM1	ENSG00000110697	11	PITPNM1
PITPNM2	PITPNM2	ENSG00000090975	12	PITPNM2
PITPNM3	PITPNM3	ENSG00000091622	17	PITPNM3
PITRM1	PITRM1	ENSG00000107959	10	PITRM1
PITRM1-AS1	PITRM1-AS1	ENSG00000237399	10	PITRM1-AS1
PITX1	PITX1	ENSG00000069011	5	PITX1
PITX2	PITX2	ENSG00000164093	4	PITX2
PIWIL1	PIWIL1	ENSG00000275051	CHR_HSCHR12_5_CTG2_1	PIWIL1
PIWIL2	PIWIL2	ENSG00000197181	8	PIWIL2
PIWIL3	PIWIL3	ENSG00000184571	22	PIWIL3
PIWIL4	PIWIL4	ENSG00000134627	11	PIWIL4
PJA1	PJA1	ENSG00000181191	X	PJA1
PJA2	PJA2	ENSG00000198961	5	PJA2
PKD1	PKD1	ENSG00000008710	16	PKD1
PKD1L1	PKD1L1	ENSG00000158683	7	PKD1L1
PKD1L2	PKD1L2	ENSG00000166473	16	PKD1L2
PKD1L3	PKD1L3	ENSG00000277481	16	PKD1L3
PKD1P5	PKD1P5	ENSG00000254681	16	PKD1P5
PKD1P6	PKD1P6	ENSG00000282086	CHR_HSCHR16_1_CTG1	PKD1P6
PKD2	PKD2	ENSG00000118762	4	PKD2
PKD2L1	PKD2L1	ENSG00000107593	10	PKD2L1
PKD2L2	PKD2L2	ENSG00000078795	5	PKD2L2
PKDCC	PKDCC	ENSG00000162878	2	PKDCC
PKDREJ	PKDREJ	ENSG00000130943	22	PKDREJ
PKHD1	PKHD1	ENSG00000170927	6	PKHD1
PKHD1L1	PKHD1L1	ENSG00000205038	8	PKHD1L1
PKI55	NA	NA	NA	PKI55
PKIA	PKIA	ENSG00000171033	8	PKIA
PKIB	PKIB	ENSG00000135549	6	PKIB
PKIG	PKIG	ENSG00000168734	20	PKIG
PKLR	PKLR	ENSG00000262785	CHR_HSCHR1_2_CTG31	PKLR
PKM	PKM	ENSG00000067225	15	PKM
PKMP1	PKMP1	ENSG00000236480	1	PKMP1
PKMP2	PKMP2	ENSG00000235892	X	PKMP2
PKMP3	PKMP3	ENSG00000220563	6	PKMP3
PKMP5	PKMP5	ENSG00000215057	6	PKMP5
PKMYT1	PKMYT1	ENSG00000127564	16	PKMYT1
PKN1	PKN1	ENSG00000123143	19	PKN1
PKN2	PKN2	ENSG00000065243	1	PKN2
PKN2-AS1	PKN2-AS1	ENSG00000237505	1	PKN2-AS1
PKN3	PKN3	ENSG00000160447	9	PKN3
PKNOX1	PKNOX1	ENSG00000160199	21	PKNOX1
PKNOX2	PKNOX2	ENSG00000165495	11	PKNOX2
PKP1	PKP1	ENSG00000081277	1	PKP1
PKP2	PKP2	ENSG00000057294	12	PKP2
PKP3	PKP3	ENSG00000184363	11	PKP3
PKP4	PKP4	ENSG00000144283	2	PKP4
PKP4P1	PKP4P1	ENSG00000229670	2	PKP4P1
PLA1A	PLA1A	ENSG00000144837	3	PLA1A
PLA2G10	PLA2G10	ENSG00000276870	CHR_HSCHR16_1_CTG1	PLA2G10
PLA2G12A	PLA2G12A	ENSG00000123739	4	PLA2G12A
PLA2G12AP1	PLA2G12AP1	ENSG00000224680	1	PLA2G12AP1
PLA2G15	PLA2G15	ENSG00000103066	16	PLA2G15
PLA2G16	PLA2G16	ENSG00000176485	11	PLA2G16
PLA2G1B	PLA2G1B	ENSG00000170890	12	PLA2G1B
PLA2G2A	PLA2G2A	ENSG00000188257	1	PLA2G2A
PLA2G2C	PLA2G2C	ENSG00000187980	1	PLA2G2C
PLA2G2D	PLA2G2D	ENSG00000117215	1	PLA2G2D
PLA2G2F	PLA2G2F	ENSG00000158786	1	PLA2G2F
PLA2G3	PLA2G3	ENSG00000100078	22	PLA2G3
PLA2G4A	PLA2G4A	ENSG00000116711	1	PLA2G4A
PLA2G4B	PLA2G4B	ENSG00000243708	15	PLA2G4B
PLA2G4C	PLA2G4C	ENSG00000105499	19	PLA2G4C
PLA2G4D	PLA2G4D	ENSG00000159337	15	PLA2G4D
PLA2G4F	PLA2G4F	ENSG00000168907	15	PLA2G4F
PLA2G5	PLA2G5	ENSG00000127472	1	PLA2G5
PLA2G6	PLA2G6	ENSG00000184381	22	PLA2G6
PLA2R1	PLA2R1	ENSG00000153246	2	PLA2R1
PLAA	PLAA	ENSG00000137055	9	PLAA
PLAC1	PLAC1	ENSG00000170965	X	PLAC1
PLAC4	PLAC4	ENSG00000280109	21	PLAC4
PLAC8	PLAC8	ENSG00000145287	4	PLAC8
PLAC8L1	PLAC8L1	ENSG00000173261	5	PLAC8L1
PLAC9	PLAC9	ENSG00000189129	10	PLAC9
PLAG1	PLAG1	ENSG00000181690	8	PLAG1
PLAGL1	PLAGL1	ENSG00000118495	6	PLAGL1
PLAGL2	PLAGL2	ENSG00000126003	20	PLAGL2
PLAT	PLAT	ENSG00000104368	8	PLAT
PLAU	PLAU	ENSG00000122861	10	PLAU
PLAUR	PLAUR	ENSG00000011422	19	PLAUR
PLB1	PLB1	ENSG00000163803	2	PLB1
PLBD1	PLBD1	ENSG00000121316	12	PLBD1
PLBD2	PLBD2	ENSG00000151176	12	PLBD2
PLCB1	PLCB1	ENSG00000182621	20	PLCB1
PLCB2	PLCB2	ENSG00000137841	15	PLCB2
PLCB3	PLCB3	ENSG00000149782	11	PLCB3
PLCB4	PLCB4	ENSG00000101333	20	PLCB4
PLCD1	PLCD1	ENSG00000187091	3	PLCD1
PLCD3	PLCD3	ENSG00000161714	17	PLCD3
PLCD4	PLCD4	ENSG00000115556	2	PLCD4
PLCE1	PLCE1	ENSG00000138193	10	PLCE1
PLCE1-AS2	PLCE1-AS2	ENSG00000232913	10	PLCE1-AS2
PLCG1	PLCG1	ENSG00000124181	20	PLCG1
PLCG1-AS1	PLCG1-AS1	ENSG00000226648	20	PLCG1-AS1
PLCG2	PLCG2	ENSG00000197943	16	PLCG2
PLCH1	PLCH1	ENSG00000114805	3	PLCH1
PLCH1-AS1	PLCH1-AS1	ENSG00000239508	3	PLCH1-AS1
PLCH2	PLCH2	ENSG00000276429	CHR_HSCHR1_1_CTG3	PLCH2
PLCL1	PLCL1	ENSG00000115896	2	PLCL1
PLCL2	PLCL2	ENSG00000284017	CHR_HG2236_PATCH	PLCL2
PLCXD1	PLCXD1	ENSG00000182378	X	PLCXD1
PLCXD2	PLCXD2	ENSG00000240891	3	PLCXD2
PLCXD3	PLCXD3	ENSG00000182836	5	PLCXD3
PLCZ1	PLCZ1	ENSG00000139151	12	PLCZ1
PLD1	PLD1	ENSG00000075651	3	PLD1
PLD2	PLD2	ENSG00000129219	17	PLD2
PLD3	PLD3	ENSG00000105223	19	PLD3
PLD4	PLD4	ENSG00000166428	14	PLD4
PLD6	PLD6	ENSG00000179598	17	PLD6
PLEC	PLEC	ENSG00000178209	8	PLEC
PLEK	PLEK	ENSG00000115956	2	PLEK
PLEK2	PLEK2	ENSG00000100558	14	PLEK2
PLEKHA1	PLEKHA1	ENSG00000107679	10	PLEKHA1
PLEKHA2	PLEKHA2	ENSG00000169499	8	PLEKHA2
PLEKHA3	PLEKHA3	ENSG00000116095	2	PLEKHA3
PLEKHA3P1	PLEKHA3P1	ENSG00000274857	CHR_HSCHR19_3_CTG3_1	PLEKHA3P1
PLEKHA4	PLEKHA4	ENSG00000105559	19	PLEKHA4
PLEKHA5	PLEKHA5	ENSG00000052126	12	PLEKHA5
PLEKHA6	PLEKHA6	ENSG00000143850	1	PLEKHA6
PLEKHA7	PLEKHA7	ENSG00000166689	11	PLEKHA7
PLEKHA8	PLEKHA8	ENSG00000106086	7	PLEKHA8
PLEKHA8P1	PLEKHA8P1	ENSG00000134297	12	PLEKHA8P1
PLEKHB1	PLEKHB1	ENSG00000021300	11	PLEKHB1
PLEKHB2	PLEKHB2	ENSG00000115762	2	PLEKHB2
PLEKHD1	PLEKHD1	ENSG00000175985	14	PLEKHD1
PLEKHF1	PLEKHF1	ENSG00000166289	19	PLEKHF1
PLEKHF2	PLEKHF2	ENSG00000175895	8	PLEKHF2
PLEKHG1	PLEKHG1	ENSG00000120278	6	PLEKHG1
PLEKHG2	PLEKHG2	ENSG00000090924	19	PLEKHG2
PLEKHG3	PLEKHG3	ENSG00000126822	14	PLEKHG3
PLEKHG4	PLEKHG4	ENSG00000196155	16	PLEKHG4
PLEKHG4B	PLEKHG4B	ENSG00000153404	5	PLEKHG4B
PLEKHG5	PLEKHG5	ENSG00000171680	1	PLEKHG5
PLEKHG6	PLEKHG6	ENSG00000008323	12	PLEKHG6
PLEKHG7	PLEKHG7	ENSG00000187510	12	PLEKHG7
PLEKHH1	PLEKHH1	ENSG00000054690	14	PLEKHH1
PLEKHH2	PLEKHH2	ENSG00000152527	2	PLEKHH2
PLEKHH3	PLEKHH3	ENSG00000068137	17	PLEKHH3
PLEKHJ1	PLEKHJ1	ENSG00000104886	19	PLEKHJ1
PLEKHM1	PLEKHM1	ENSG00000277111	CHR_HSCHR17_2_CTG5	PLEKHM1
PLEKHM1P	NA	NA	NA	PLEKHM1P
PLEKHM2	PLEKHM2	ENSG00000116786	1	PLEKHM2
PLEKHM3	PLEKHM3	ENSG00000285005	CHR_HSCHR2_8_CTG7_2	PLEKHM3
PLEKHN1	PLEKHN1	ENSG00000187583	1	PLEKHN1
PLEKHO1	PLEKHO1	ENSG00000023902	1	PLEKHO1
PLEKHO2	PLEKHO2	ENSG00000241839	15	PLEKHO2
PLEKHS1	PLEKHS1	ENSG00000148735	10	PLEKHS1
PLET1	PLET1	ENSG00000188771	11	PLET1
PLG	PLG	ENSG00000122194	6	PLG
PLGLA	PLGLA	ENSG00000240935	2	PLGLA
PLGLB1	PLGLB1	ENSG00000183281	2	PLGLB1
PLGLB2	PLGLB2	ENSG00000125551	2	PLGLB2
PLGRKT	PLGRKT	ENSG00000107020	9	PLGRKT
PLIN1	PLIN1	ENSG00000166819	15	PLIN1
PLIN2	PLIN2	ENSG00000147872	9	PLIN2
PLIN3	PLIN3	ENSG00000105355	19	PLIN3
PLIN4	PLIN4	ENSG00000167676	19	PLIN4
PLIN5	PLIN5	ENSG00000214456	19	PLIN5
PLK1	PLK1	ENSG00000166851	16	PLK1
PLK2	PLK2	ENSG00000145632	5	PLK2
PLK3	PLK3	ENSG00000173846	1	PLK3
PLK4	PLK4	ENSG00000142731	4	PLK4
PLK5	PLK5	ENSG00000185988	19	PLK5
PLLP	PLLP	ENSG00000102934	16	PLLP
PLN	PLN	ENSG00000198523	6	PLN
PLOD1	PLOD1	ENSG00000083444	1	PLOD1
PLOD3	PLOD3	ENSG00000106397	7	PLOD3
PLP1	PLP1	ENSG00000123560	X	PLP1
PLP2	PLP2	ENSG00000102007	X	PLP2
PLRG1	PLRG1	ENSG00000171566	4	PLRG1
PLS1	PLS1	ENSG00000120756	3	PLS1
PLS3	PLS3	ENSG00000102024	X	PLS3
PLSCR1	PLSCR1	ENSG00000188313	3	PLSCR1
PLSCR2	PLSCR2	ENSG00000163746	3	PLSCR2
PLSCR4	PLSCR4	ENSG00000114698	3	PLSCR4
PLTP	PLTP	ENSG00000100979	20	PLTP
PLVAP	PLVAP	ENSG00000130300	19	PLVAP
PLXDC1	PLXDC1	ENSG00000161381	17	PLXDC1
PLXDC2	PLXDC2	ENSG00000120594	10	PLXDC2
PLXNA1	PLXNA1	ENSG00000114554	3	PLXNA1
PLXNA2	PLXNA2	ENSG00000076356	1	PLXNA2
PLXNA3	PLXNA3	ENSG00000130827	X	PLXNA3
PLXNA4	PLXNA4	ENSG00000221866	7	PLXNA4
PLXNB1	PLXNB1	ENSG00000164050	3	PLXNB1
